,TimeStamp,Metric1,Metric2,Metric3,Metric1 Interpretation,Metric2 Interpretation,Metric3 Interpretation,Link,RT,Quotes,Likes,Views
twitter.com/VeroDelgadilloG/status/1709970436816347491,2023-10-05 16:34:56.000,0.7026312798261642,0.24008606249336556,0.9934988617897034,Aprobacion/Alegria,Enojo/Molestia,Mucha Aprobacion/Alegria,twitter.com/VeroDelgadilloG/status/1709970436816347491,1,0,2,186
twitter.com/VeroDelgadilloG/status/1730615479201390837,2023-12-01 15:50:58.000,0.6498771956333746,0.08650619600974419,0.3066779604324928,Aprobacion/Alegria,Mucho Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1730615479201390837,14,16,91,3585
twitter.com/VeroDelgadilloG/status/1717666170361586054,2023-10-26 22:15:02.000,0.6498771956333746,0.08650619600974419,0.3066779604324928,Aprobacion/Alegria,Mucho Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1717666170361586054,0,0,11,755
twitter.com/VeroDelgadilloG/status/1719509947908804867,2023-11-01 00:21:33.000,0.6498771956333746,0.08650619600974419,0.3066779604324928,Aprobacion/Alegria,Mucho Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1719509947908804867,0,0,6,241
twitter.com/VeroDelgadilloG/status/1712872344861962658,2023-10-13 16:46:05.000,0.6023823657035828,0.2824034540182949,0.3612733578681946,Aprobacion/Alegria,Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1712872344861962658,9,31,75,3553
twitter.com/VeroDelgadilloG/status/1730331478918414454,2023-11-30 21:02:27.000,0.5337086106500318,0.20870856588046377,0.3804473973089649,Neutral,Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1730331478918414454,25,31,114,4976
twitter.com/VeroDelgadilloG/status/1715436674023571668,2023-10-20 18:35:49.000,0.6647121272303841,0.11617195022616263,0.3079494671388106,Aprobacion/Alegria,Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1715436674023571668,2,11,24,1548
twitter.com/VeroDelgadilloG/status/1731849938743480396,2023-12-05 01:36:16.000,0.09921216401788924,0.1345509936517407,0.36139191256629094,Mucho Enojo/Molestia,Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1731849938743480396,15,106,120,5441
twitter.com/VeroDelgadilloG/status/1734044748531282145,2023-12-11 02:57:39.000,0.8398884227781584,0.25211434055978504,0.5179137840415492,Aprobacion/Alegria,Enojo/Molestia,Neutral,twitter.com/VeroDelgadilloG/status/1734044748531282145,25,29,187,6074
twitter.com/VeroDelgadilloG/status/1733897831105151469,2023-12-10 17:13:51.000,0.5371014565229416,0.08880830000206051,0.3573930412530899,Neutral,Mucho Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1733897831105151469,14,14,94,3401
